polarity
0.0 ,
0.7333333333333334 ,
0.6 ,
-0.16666666666666666 ,
0.0 ,
0.78 ,
0.2 ,
0.9 ,
0.25833333333333336 ,
0.6 ,
0.0 ,
-0.024999999999999994 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.5 ,
-0.2916666666666667 ,
0.78 ,
0.3 ,
0.45 ,
0.125 ,
0.5 ,
0.2 ,
1.0 ,
0.48750000000000004 ,
1.0 ,
0.0 ,
0.0 ,
1.0 ,
-0.0625 ,
0.0 ,
0.0 ,
0.35 ,
0.0 ,
0.3333333333333333 ,
0.0 ,
0.25833333333333336 ,
0.6 ,
0.0 ,
0.0 ,
1.0 ,
0.1571428571428571 ,
0.0 ,
0.0 ,
0.55 ,
0.0 ,
0.0 ,
0.0 ,
0.0 ,
0.24 ,
0.2 ,
0.8 ,
0.0 ,
0.0 ,
1.0 ,
-0.1875 ,
0.0 ,
0.0 ,
1.0 ,
0.0 ,
0.0 ,
0.39 ,
0.0 ,
0.0 ,
0.0 ,
0.4 ,
0.2 ,
0.8 ,
-0.4 ,
0.0 ,
0.6 ,
0.0 ,
0.6103515625 ,
0.0 ,
0.0 ,
0.6666666666666666 ,
0.0 ,
0.0 ,
0.5 ,
0.0 ,
1.0 ,
1.0 ,
0.75 ,
0.0 ,
0.6 ,
0.8 ,
0.0 ,
0.0 ,
-0.2 ,
0.0 ,
0.1 ,
0.6 ,
0.0 ,
0.1539772727272727 ,
0.125 ,
0.8 ,
